,Date,Open,High,Low,Close,Volume,company
32,2000-02-17,54.30820083618164,55.72959899902344,54.277000427246094,55.37820053100586,49111228,reliance
32,2000-02-17,76.3572006225586,77.28359985351562,75.29049682617188,76.27300262451172,1363635,tata
33,2000-02-18,76.3291015625,76.63790130615234,74.39209747314453,74.78510284423828,1154313,tata
33,2000-02-18,55.74520111083984,55.90919876098633,54.355098724365234,54.58160018920898,32208061,reliance
34,2000-02-21,75.23429870605469,77.90119934082031,74.11139678955078,74.7571029663086,2076402,tata
34,2000-02-21,54.417598724365234,54.97990036010742,53.36330032348633,53.98799896240234,18851087,reliance
35,2000-02-22,75.43080139160156,75.93609619140625,73.21309661865234,73.69029998779297,1805578,tata
35,2000-02-22,54.042701721191406,54.19889831542969,51.93410110473633,52.22309875488281,46047207,reliance
36,2000-02-23,76.07649993896484,76.3572006225586,71.8656005859375,72.28669738769531,1297355,tata
36,2000-02-23,53.83969879150391,53.83969879150391,51.12189865112305,51.51240158081055,30934366,reliance
37,2000-02-24,51.99660110473633,53.21490097045898,51.43429946899414,52.597900390625,36262063,reliance
37,2000-02-24,73.71839904785156,74.78510284423828,70.32160186767578,72.37090301513672,1398294,tata
38,2000-02-25,53.32419967651367,53.55849838256836,50.93450164794922,51.32500076293945,25046591,reliance
38,2000-02-25,72.48320007324219,74.67289733886719,71.58489990234375,72.14630126953125,1214562,tata
39,2000-02-28,50.739200592041016,52.67599868774414,48.4197998046875,52.02780151367188,32178207,reliance
39,2000-02-28,72.53929901123047,73.97100067138672,71.36029815673828,73.40959930419922,973168,tata
40,2000-02-29,52.77750015258789,53.55070114135742,47.86529922485352,48.5525016784668,63832055,reliance
40,2000-02-29,74.67289733886719,76.27300262451172,67.54239654541016,67.68280029296875,2791021,tata
41,2000-03-01,69.05829620361328,71.21990203857422,62.29290008544922,64.98780059814453,6178707,tata
41,2000-03-01,49.20069885253906,51.52019882202149,46.70159912109375,49.48189926147461,68926918,reliance
42,2000-03-02,68.49690246582031,70.20929718017578,63.5,64.73519897460938,8079230,tata
42,2000-03-02,49.80210113525391,50.29410171508789,45.53020095825195,45.56919860839844,80261353,reliance
43,2000-03-03,44.686798095703125,44.686798095703125,41.93000030517578,41.93000030517578,29686235,reliance
43,2000-03-03,63.16310119628906,63.16310119628906,59.56990051269531,59.76639938354492,2257889,tata
44,2000-03-06,41.93000030517578,44.33530044555664,38.5796012878418,39.66519927978516,66781013,reliance
44,2000-03-06,61.14189910888672,63.16310119628906,56.8468017578125,57.74509811401367,2604832,tata
45,2000-03-07,58.05390167236328,58.39080047607422,54.17990112304688,54.544898986816406,3548328,tata
45,2000-03-07,40.14149856567383,40.45389938354492,37.48630142211914,37.84550094604492,61209290,reliance
46,2000-03-08,55.808101654052734,55.808101654052734,50.81119918823242,51.17620086669922,2421622,tata
46,2000-03-08,38.56399917602539,39.12630081176758,35.92430114746094,36.385101318359375,46457815,reliance
47,2000-03-09,36.84590148925781,37.86109924316406,35.01060104370117,36.12739944458008,35506068,reliance
47,2000-03-09,51.51300048828125,54.74140167236328,51.09189987182617,53.92729949951172,2486462,tata
48,2000-03-10,36.54909896850586,36.67409896850586,33.51900100708008,33.870399475097656,42237345,reliance
48,2000-03-10,53.899200439453125,54.46070098876953,50.86740112304688,51.5973014831543,1486617,tata
49,2000-03-13,34.3468017578125,35.84619903564453,31.285400390625,31.738399505615234,68923800,reliance
49,2000-03-13,52.38330078125,53.28160095214844,50.02519989013672,50.72700119018555,1824574,tata
50,2000-03-14,32.097599029541016,34.2843017578125,30.793399810791016,34.23749923706055,64704124,reliance
50,2000-03-14,51.5973014831543,54.79750061035156,50.10940170288086,54.79750061035156,2387019,tata
51,2000-03-15,34.98720169067383,36.97859954833984,33.73759841918945,36.97859954833984,36565208,reliance
51,2000-03-15,58.924198150634766,59.20489883422852,56.70650100708008,59.20489883422852,2595761,tata
52,2000-03-16,37.408199310302734,38.7046012878418,35.939998626708984,36.68190002441406,67636251,reliance
52,2000-03-16,60.636600494384766,62.82630157470703,56.453800201416016,61.22610092163086,5806909,tata
53,2000-03-21,37.29880142211914,37.92359924316406,35.54949951171875,37.15829849243164,43779459,reliance
53,2000-03-21,61.61909866333008,62.7140007019043,57.885501861572266,60.91730117797852,4270369,tata
54,2000-03-22,38.2672004699707,38.81389999389648,37.67369842529297,38.01729965209961,31573883,reliance
54,2000-03-22,61.14189910888672,63.668399810791016,59.51369857788086,61.50690078735352,2578424,tata
55,2000-03-23,60.833099365234375,62.20869827270508,57.99779891967773,58.53120040893555,1549579,tata
55,2000-03-23,38.30630111694336,38.3922004699707,37.25979995727539,37.63470077514648,27441291,reliance
56,2000-03-24,58.95230102539063,59.85060119628906,58.4468994140625,59.429500579833984,1222821,tata
56,2000-03-24,37.36130142211914,37.946998596191406,37.11920166015625,37.58000183105469,16888423,reliance
57,2000-03-27,37.95479965209961,40.586700439453125,37.95479965209961,40.586700439453125,26516370,reliance
57,2000-03-27,60.01900100708008,60.01900100708008,57.82929992675781,58.39080047607422,834320,tata
58,2000-03-28,41.09429931640625,43.83549880981445,41.09429931640625,43.83549880981445,44987741,reliance
58,2000-03-28,58.67150115966797,60.07509994506836,57.26789855957031,59.71020126342773,2174340,tata
59,2000-03-29,44.483699798583984,45.28030014038086,42.015899658203125,42.375099182128906,65802222,reliance
59,2000-03-29,60.13130187988281,61.45069885253906,58.30659866333008,58.86800003051758,2032268,tata
60,2000-03-30,42.015899658203125,45.76449966430664,40.34460067749024,45.76449966430664,109917516,reliance
60,2000-03-30,58.50310134887695,62.60169982910156,56.76259994506836,60.94540023803711,4530909,tata
61,2000-03-31,60.24359893798828,65.1281967163086,59.09260177612305,64.6510009765625,6520514,tata
61,2000-03-31,46.38930130004883,49.42720031738281,43.74959945678711,49.42720031738281,126152964,reliance
62,2000-04-03,51.17660140991211,52.12149810791016,49.68489837646485,51.32500076293945,136709379,reliance
62,2000-04-03,65.54930114746094,69.84439849853516,65.54930114746094,68.86180114746094,6124378,tata
63,2000-04-04,68.21620178222656,68.21620178222656,63.35960006713867,64.0895004272461,5921900,tata
63,2000-04-04,50.91880035400391,50.91880035400391,47.22489929199219,47.22489929199219,86626839,reliance
64,2000-04-05,47.38890075683594,48.732200622558594,43.46070098876953,47.20930099487305,161251837,reliance
64,2000-04-05,64.00530242919922,66.8125991821289,61.31029891967773,66.3915023803711,6057479,tata
65,2000-04-06,47.32640075683594,50.98910140991211,47.25609970092773,50.94229888916016,103968100,reliance
65,2000-04-06,66.75640106201172,69.002197265625,62.88240051269531,64.67900085449219,3121936,tata
66,2000-04-07,65.01589965820312,69.5636978149414,64.73519897460938,69.19869995117188,7938904,tata
66,2000-04-07,51.51240158081055,55.01890182495117,51.51240158081055,55.01890182495117,74818714,reliance
67,2000-04-10,69.61979675292969,70.63040161132812,66.8405990600586,67.71089935302734,5857095,tata
67,2000-04-10,57.77569961547852,59.35329818725586,56.15129852294922,56.94010162353516,141560429,reliance
68,2000-04-11,55.91699981689453,56.07320022583008,54.12080001831055,55.25320053100586,62483996,reliance
68,2000-04-11,65.97039794921875,67.06520080566406,64.70709991455078,65.7739028930664,2381656,tata
69,2000-04-12,66.2510986328125,67.17749786376953,64.90360260009766,65.52120208740234,1447778,tata
69,2000-04-12,55.76079940795898,56.229400634765625,52.230899810791016,52.785400390625,110529228,reliance
70,2000-04-13,64.6229019165039,64.6229019165039,61.92789840698242,62.99470138549805,3039145,tata
70,2000-04-13,51.71540069580078,51.71540069580078,48.56809997558594,48.56809997558594,1441891,reliance
71,2000-04-17,61.759498596191406,67.9354019165039,58.4468994140625,64.22989654541016,9988237,tata
71,2000-04-17,44.686798095703125,46.9827995300293,44.686798095703125,46.6078987121582,102000019,reliance
72,2000-04-18,64.5386962890625,66.8125991821289,64.00530242919922,65.1281967163086,2836612,tata
72,2000-04-18,46.40489959716797,48.24800109863281,45.92070007324219,46.865699768066406,56185550,reliance
73,2000-04-19,48.06050109863281,50.61429977416992,47.34199905395508,49.17729949951172,104318032,reliance
73,2000-04-19,66.8125991821289,67.65470123291016,63.89300155639648,65.10009765625,4219410,tata
74,2000-04-20,48.888301849365234,53.113399505615234,48.3026008605957,52.75410079956055,124128588,reliance
74,2000-04-20,65.1281967163086,65.689697265625,63.02280044555664,65.1843032836914,2194095,tata
75,2000-04-24,65.40889739990234,65.97039794921875,62.09640121459961,62.85430145263672,2427055,tata
75,2000-04-24,54.042701721191406,56.32310104370117,50.45029830932617,52.62919998168945,112798148,reliance
76,2000-04-25,50.34090042114258,53.02750015258789,48.6775016784668,51.863800048828125,101218114,reliance
76,2000-04-25,61.81570053100586,62.320899963378906,59.79439926147461,61.31029891967773,3758480,tata
77,2000-04-26,53.105499267578125,56.01860046386719,53.105499267578125,55.90919876098633,108829892,reliance
77,2000-04-26,63.10699844360352,65.21240234375,61.92789840698242,64.84750366210938,3842203,tata
78,2000-04-27,64.56670379638672,64.56670379638672,61.759498596191406,62.51750183105469,1843541,tata
78,2000-04-27,56.354400634765625,57.16659927368164,52.84000015258789,53.98799896240234,189173848,reliance
79,2000-04-28,63.16310119628906,64.28600311279297,60.355899810791016,60.69269943237305,1593834,tata
79,2000-04-28,54.277000427246094,54.96419906616211,53.15240097045898,53.8942985534668,85960233,reliance
80,2000-05-02,60.69269943237305,61.19810104370117,56.8468017578125,57.26789855957031,2371440,tata
80,2000-05-02,54.355098724365234,55.393798828125,50.801700592041016,51.4109001159668,105156355,reliance
81,2000-05-03,57.82929992675781,58.39080047607422,55.022098541259766,57.857398986816406,1249429,tata
81,2000-05-03,51.07500076293945,52.14500045776367,48.2947998046875,51.231201171875,88097873,reliance
82,2000-05-04,58.362701416015625,60.636600494384766,57.54859924316406,59.17679977416992,1141245,tata
82,2000-05-04,51.699798583984375,53.56629943847656,51.699798583984375,52.6682014465332,72521150,reliance
83,2000-05-05,58.98030090332031,61.16999816894531,58.30659866333008,60.159400939941406,1932628,tata
83,2000-05-05,52.87129974365234,53.347599029541016,51.24689865112305,52.37919998168945,71351697,reliance
84,2000-05-08,60.355899810791016,62.320899963378906,59.14879989624024,59.6259994506836,1526086,tata
84,2000-05-08,51.699798583984375,52.637001037597656,50.34090042114258,50.60649871826172,37718360,reliance
85,2000-05-09,59.008399963378906,59.6259994506836,57.35210037231445,58.72769927978516,1325422,tata
85,2000-05-09,50.21599960327149,51.83259963989258,49.7318000793457,51.2859001159668,39288893,reliance
86,2000-05-10,51.54359817504883,52.30899810791016,50.497100830078125,50.801700592041016,42592323,reliance
86,2000-05-10,60.21549987792969,60.21549987792969,58.25040054321289,58.50310134887695,600737,tata
87,2000-05-11,50.61429977416992,50.61429977416992,49.04449844360352,49.474098205566406,41160445,reliance
87,2000-05-11,57.324100494384766,58.61539840698242,57.26789855957031,57.63290023803711,401293,tata
88,2000-05-12,49.9192008972168,50.37220001220703,48.93519973754883,49.34130096435547,26475908,reliance
88,2000-05-12,58.08200073242188,58.362701416015625,55.58349990844727,56.285400390625,827379,tata
89,2000-05-15,48.7400016784668,50.71580123901367,47.87310028076172,49.90359878540039,37116648,reliance
89,2000-05-15,55.30279922485352,57.40829849243164,55.022098541259766,57.21179962158203,789830,tata
90,2000-05-16,49.9817008972168,50.27849960327149,49.20069885253906,49.57559967041016,20061566,reliance
90,2000-05-16,56.98720169067383,58.11009979248047,56.98720169067383,57.38019943237305,918673,tata
91,2000-05-17,58.33470153808594,60.80500030517578,58.33470153808594,59.008399963378906,2528435,tata
91,2000-05-17,50.12229919433594,51.293701171875,49.39599990844727,49.80210113525391,49954718,reliance
92,2000-05-18,59.8224983215332,64.84750366210938,59.8224983215332,62.57360076904297,6659041,tata
92,2000-05-18,49.6693000793457,49.94260025024414,47.96680068969727,48.43539810180664,34462249,reliance
93,2000-05-19,63.16310119628906,64.84750366210938,62.37710189819336,63.72460174560547,3006784,tata
93,2000-05-19,48.107398986816406,49.83330154418945,47.99020004272461,49.29439926147461,51008320,reliance
94,2000-05-22,48.888301849365234,49.497501373291016,48.26359939575195,48.80239868164063,19960902,reliance
94,2000-05-22,63.44390106201172,67.23359680175781,62.82630157470703,64.22989654541016,4997143,tata
95,2000-05-23,48.77899932861328,49.35689926147461,48.18550109863281,49.16170120239258,26693875,reliance
95,2000-05-23,64.11759948730469,65.40889739990234,63.191200256347656,64.81939697265625,2340377,tata
96,2000-05-24,48.98989868164063,49.65370178222656,48.4197998046875,48.84930038452149,25878070,reliance
96,2000-05-24,64.42639923095703,67.90740203857422,63.72460174560547,66.3915023803711,5781138,tata
97,2000-05-25,48.77899932861328,49.63809967041016,48.59159851074219,48.85710144042969,16756650,reliance
97,2000-05-25,66.2510986328125,67.79509735107422,63.528099060058594,64.25800323486328,5013075,tata
98,2000-05-26,49.16949844360352,49.6693000793457,48.57600021362305,49.42720031738281,22438954,reliance
98,2000-05-26,64.0614013671875,65.35279846191406,63.191200256347656,63.94919967651367,3462994,tata
99,2000-05-29,64.5105972290039,66.75640106201172,63.92110061645508,65.1281967163086,3755966,tata
99,2000-05-29,49.74739837646485,54.26919937133789,49.6693000793457,53.01959991455078,75581937,reliance
100,2000-05-30,53.22269821166992,54.0192985534668,52.6525993347168,53.699100494384766,36432846,reliance
100,2000-05-30,65.1281967163086,66.19499969482422,64.56670379638672,65.43699645996094,3448449,tata
101,2000-05-31,54.82369995117188,55.72959899902344,53.43360137939453,53.71469879150391,54113028,reliance
101,2000-05-31,66.9529037475586,70.1250991821289,65.74579620361328,68.60919952392578,9321353,tata
102,2000-06-01,53.43360137939453,54.027099609375,52.50419998168945,52.98059844970703,34453478,reliance
102,2000-06-01,69.61979675292969,70.01280212402344,66.61609649658203,66.9529037475586,4074245,tata
103,2000-06-02,53.574100494384766,54.042701721191406,52.18399810791016,52.707298278808594,37430696,reliance
103,2000-06-02,67.31790161132812,75.00969696044922,67.31790161132812,75.00969696044922,13324391,tata
104,2000-06-05,75.7957992553711,79.44519805908203,72.14630126953125,73.15689849853516,8011993,tata
104,2000-06-05,52.74629974365234,54.95640182495117,52.54330062866211,52.98059844970703,69424048,reliance
105,2000-06-06,52.7932014465332,53.55070114135742,52.49639892578125,52.91809844970703,25092848,reliance
105,2000-06-06,73.54989624023438,76.30110168457031,72.48320007324219,75.2061996459961,3778644,tata
106,2000-06-07,53.08990097045898,53.79280090332031,52.519798278808594,52.785400390625,24022158,reliance
106,2000-06-07,76.07649993896484,76.3291015625,72.9885025024414,73.32540130615234,2703357,tata
107,2000-06-08,73.54989624023438,75.23429870605469,73.26920318603516,74.7571029663086,2897679,tata
107,2000-06-08,53.08990097045898,53.88650131225586,52.83219909667969,53.23830032348633,29453715,reliance
108,2000-06-09,53.40230178833008,55.08919906616211,52.95719909667969,53.292999267578125,78706396,reliance
108,2000-06-09,74.67289733886719,77.3677978515625,74.11139678955078,74.47630310058594,5313739,tata
109,2000-06-12,53.48040008544922,53.99580001831055,52.87910079956055,53.01179885864258,26390788,reliance
109,2000-06-12,75.09390258789062,75.40270233154297,72.14630126953125,72.51129913330078,3188985,tata
110,2000-06-13,72.20249938964844,72.427001953125,69.42330169677734,70.60230255126953,5883865,tata
110,2000-06-13,52.94940185546875,54.11299896240234,52.644798278808594,52.87129974365234,43772423,reliance
111,2000-06-14,72.70780181884766,74.11139678955078,71.61299896240234,72.03399658203125,3879888,tata
111,2000-06-14,54.12080001831055,54.12080001831055,52.49639892578125,52.69160079956055,28707099,reliance
112,2000-06-15,72.14630126953125,72.25859832763672,71.02339935302734,71.38839721679688,1136773,tata
112,2000-06-15,53.26169967651367,53.26169967651367,51.153099060058594,51.77009963989258,38907320,reliance
113,2000-06-16,72.11830139160156,73.80259704589844,71.16380310058594,73.18499755859375,3586832,tata
113,2000-06-16,51.47330093383789,52.457401275634766,51.38740158081055,51.89509963989258,29186942,reliance
114,2000-06-19,73.54989624023438,73.54989624023438,71.8656005859375,72.39900207519531,1770225,tata
114,2000-06-19,52.12929916381836,52.48080062866211,51.57490158081055,51.75450134277344,19865231,reliance
115,2000-06-20,72.4551010131836,72.9885025024414,71.02339935302734,71.50070190429688,1651746,tata
115,2000-06-20,52.09030151367188,52.168399810791016,51.31710052490234,51.59049987792969,26558421,reliance
116,2000-06-21,52.168399810791016,52.168399810791016,51.270301818847656,51.4109001159668,13261041,reliance
116,2000-06-21,72.06210327148438,72.06210327148438,69.114501953125,69.31099700927734,1503726,tata
117,2000-06-22,69.53559875488281,70.714599609375,67.73899841308594,70.04090118408203,2089705,tata
117,2000-06-22,51.59830093383789,54.63619995117188,50.48929977416992,53.88650131225586,122558419,reliance
118,2000-06-23,70.1531982421875,71.58489990234375,68.94609832763672,69.25489807128906,2270396,tata
118,2000-06-23,54.05830001831055,55.393798828125,52.32460021972656,52.75410079956055,102422030,reliance
119,2000-06-26,69.61979675292969,69.61979675292969,67.9635009765625,68.38459777832031,1069718,tata
119,2000-06-26,52.32460021972656,52.41830062866211,51.270301818847656,51.72320175170898,22184429,reliance
120,2000-06-27,51.75450134277344,53.08990097045898,51.559200286865234,52.24649810791016,48889618,reliance
120,2000-06-27,68.77760314941406,69.84439849853516,67.62670135498047,67.90740203857422,2653452,tata
121,2000-06-28,52.32460021972656,52.62919998168945,51.93410110473633,52.12929916381836,11170336,reliance
121,2000-06-28,67.9354019165039,68.72149658203125,67.48629760742188,68.46880340576172,672886,tata
122,2000-06-29,52.37919998168945,53.99580001831055,52.30899810791016,53.45700073242188,48773172,reliance
122,2000-06-29,68.69339752197266,69.33910369873047,67.9354019165039,68.13200378417969,1081065,tata
123,2000-06-30,67.68280029296875,68.94609832763672,66.19499969482422,66.50379943847656,1604910,tata
123,2000-06-30,53.73030090332031,53.83969879150391,52.48080062866211,53.230499267578125,40626541,reliance
124,2000-07-03,67.31790161132812,72.37090301513672,66.8125991821289,70.96730041503906,5629596,tata
124,2000-07-03,52.7932014465332,54.97200012207031,52.7932014465332,54.37850189208984,63083826,reliance
125,2000-07-04,54.44879913330078,54.60499954223633,53.73809814453125,53.94900131225586,34449534,reliance
125,2000-07-04,71.30419921875,73.15689849853516,71.02339935302734,72.03399658203125,2963961,tata
126,2000-07-05,72.37090301513672,73.40959930419922,71.02339935302734,71.38839721679688,2402146,tata
126,2000-07-05,54.51129913330078,56.28409957885742,54.13639831542969,55.31570053100586,86817801,reliance
127,2000-07-06,54.82369995117188,56.99480056762695,54.66749954223633,56.59650039672852,91739571,reliance
127,2000-07-06,72.00599670410156,72.53929901123047,69.61979675292969,71.80950164794922,1671636,tata
128,2000-07-07,72.67970275878906,76.75019836425781,72.427001953125,75.7677001953125,8129379,tata
128,2000-07-07,56.91659927368164,57.1509017944336,56.229400634765625,56.41680145263672,51021637,reliance
129,2000-07-10,56.698001861572266,57.9474983215332,56.01860046386719,57.55699920654297,60304210,reliance
129,2000-07-10,75.7957992553711,76.86250305175781,74.72899627685547,75.37470245361328,4254407,tata
130,2000-07-11,57.77569961547852,58.99399948120117,57.25249862670898,58.720699310302734,77730033,reliance
130,2000-07-11,75.06590270996094,79.0802001953125,74.44830322265625,78.12580108642578,6741604,tata
131,2000-07-12,58.43170166015625,58.68939971923828,57.479000091552734,57.79909896850586,32347779,reliance
131,2000-07-12,81.10150146484375,81.2417984008789,78.09770202636719,78.93990325927734,7791270,tata
132,2000-07-13,57.91630172729492,58.3848991394043,56.698001861572266,57.12749862670898,38065520,reliance
132,2000-07-13,80.00659942626953,81.10150146484375,78.01349639892578,79.05220031738281,5399761,tata
133,2000-07-14,57.20560073852539,57.86159896850586,56.166900634765625,56.41680145263672,40997890,reliance
133,2000-07-14,79.16449737548828,79.95050048828125,77.08709716796875,77.5082015991211,3247067,tata
134,2000-07-17,77.81700134277344,81.4103012084961,77.81700134277344,80.8207015991211,6870715,tata
134,2000-07-17,56.68239974975586,56.99480056762695,55.83890151977539,56.74480056762695,39383014,reliance
135,2000-07-18,56.46369934082031,56.698001861572266,55.6515007019043,55.94039916992188,23820363,reliance
135,2000-07-18,80.96109771728516,81.80329895019531,78.32230377197266,78.82759857177734,4922082,tata
136,2000-07-19,79.41709899902344,79.72589874267578,74.95359802246094,75.6272964477539,4509210,tata
136,2000-07-19,55.99509811401367,56.61989974975586,55.05799865722656,55.307899475097656,26749352,reliance
137,2000-07-20,76.7782974243164,79.69779968261719,75.7957992553711,76.44139862060547,9562897,tata
137,2000-07-20,55.120399475097656,56.354400634765625,54.19889831542969,55.85449981689453,56989511,reliance
138,2000-07-21,76.86250305175781,77.4520034790039,69.95670318603516,70.63040161132812,9010013,tata
138,2000-07-21,55.76079940795898,55.76079940795898,53.45700073242188,53.71469879150391,65719677,reliance
139,2000-07-24,68.04769897460938,68.83380126953125,64.98780059814453,65.40889739990234,3558183,tata
139,2000-07-24,53.26959991455078,53.26959991455078,50.62990188598633,50.99689865112305,38519363,reliance
140,2000-07-25,64.6229019165039,68.46880340576172,61.759498596191406,67.3740005493164,5179155,tata
140,2000-07-25,50.380001068115234,52.55110168457031,50.01290130615234,52.15280151367188,42287181,reliance
141,2000-07-26,52.94940185546875,52.94940185546875,50.60649871826172,50.85639953613281,24846729,reliance
141,2000-07-26,68.49690246582031,69.05829620361328,64.98780059814453,65.38089752197266,3176329,tata
142,2000-07-27,50.91880035400391,54.79240036010742,50.30970001220703,53.73809814453125,55152999,reliance
142,2000-07-27,65.07209777832031,66.53179931640625,64.48249816894531,66.16690063476562,3023140,tata
143,2000-07-28,54.355098724365234,54.66749954223633,52.98059844970703,53.17580032348633,38319309,reliance
143,2000-07-28,65.46510314941406,68.49690246582031,65.35279846191406,66.3634033203125,3857155,tata
